"id","domain","area","title","method","nonBlocking","codeReferences"
"V2-FAC-03-12","Facilities and amenities","facilities","מועדון כושר: supports ask-a-representative with facility context","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-03-13","Facilities and amenities","facilities","מועדון כושר: returns to the same project/unit context","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-03-14","Facilities and amenities","facilities","מועדון כושר: has a 200/MIME/hash asset proof","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-03-15","Facilities and amenities","facilities","מועדון כושר: does not use another facility image as a substitute","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-03-16","Facilities and amenities","facilities","מועדון כושר: has no waiting/developer copy in public UI","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-04-01","Facilities and amenities","facilities","ספא והתאוששות: has one facility_id used by card, model, plan, panorama and analytics","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-04-02","Facilities and amenities","facilities","ספא והתאוששות: has a semantic GLB node or authored facility polygon","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-04-03","Facilities and amenities","facilities","ספא והתאוששות: has a plan/masterplan feature and level","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-04-04","Facilities and amenities","facilities","ספא והתאוששות: opens from a model or masterplan hotspot","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-04-05","Facilities and amenities","facilities","ספא והתאוששות: opens from an equivalent accessible list item","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-04-06","Facilities and amenities","facilities","ספא והתאוששות: opens a real panorama with a 2:1 source","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-04-07","Facilities and amenities","facilities","ספא והתאוששות: has scene hotspots for functional zones/equipment","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-04-08","Facilities and amenities","facilities","ספא והתאוששות: shows area and capacity as estimated prototype values","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-04-09","Facilities and amenities","facilities","ספא והתאוששות: shows equipment/features in buyer language","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-04-10","Facilities and amenities","facilities","ספא והתאוששות: shows accessibility and route from lobby","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-04-11","Facilities and amenities","facilities","ספא והתאוששות: supports save/favorite and share","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-04-12","Facilities and amenities","facilities","ספא והתאוששות: supports ask-a-representative with facility context","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-04-13","Facilities and amenities","facilities","ספא והתאוששות: returns to the same project/unit context","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-04-14","Facilities and amenities","facilities","ספא והתאוששות: has a 200/MIME/hash asset proof","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-04-15","Facilities and amenities","facilities","ספא והתאוששות: does not use another facility image as a substitute","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-04-16","Facilities and amenities","facilities","ספא והתאוששות: has no waiting/developer copy in public UI","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-05-01","Facilities and amenities","facilities","טרקלין דיירים וספרייה: has one facility_id used by card, model, plan, panorama and analytics","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-05-02","Facilities and amenities","facilities","טרקלין דיירים וספרייה: has a semantic GLB node or authored facility polygon","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-05-03","Facilities and amenities","facilities","טרקלין דיירים וספרייה: has a plan/masterplan feature and level","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-05-04","Facilities and amenities","facilities","טרקלין דיירים וספרייה: opens from a model or masterplan hotspot","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-05-05","Facilities and amenities","facilities","טרקלין דיירים וספרייה: opens from an equivalent accessible list item","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-05-06","Facilities and amenities","facilities","טרקלין דיירים וספרייה: opens a real panorama with a 2:1 source","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-05-07","Facilities and amenities","facilities","טרקלין דיירים וספרייה: has scene hotspots for functional zones/equipment","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-05-08","Facilities and amenities","facilities","טרקלין דיירים וספרייה: shows area and capacity as estimated prototype values","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-05-09","Facilities and amenities","facilities","טרקלין דיירים וספרייה: shows equipment/features in buyer language","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-05-10","Facilities and amenities","facilities","טרקלין דיירים וספרייה: shows accessibility and route from lobby","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-05-11","Facilities and amenities","facilities","טרקלין דיירים וספרייה: supports save/favorite and share","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-05-12","Facilities and amenities","facilities","טרקלין דיירים וספרייה: supports ask-a-representative with facility context","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-05-13","Facilities and amenities","facilities","טרקלין דיירים וספרייה: returns to the same project/unit context","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-05-14","Facilities and amenities","facilities","טרקלין דיירים וספרייה: has a 200/MIME/hash asset proof","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-05-15","Facilities and amenities","facilities","טרקלין דיירים וספרייה: does not use another facility image as a substitute","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-05-16","Facilities and amenities","facilities","טרקלין דיירים וספרייה: has no waiting/developer copy in public UI","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-06-01","Facilities and amenities","facilities","מועדון עסקים ועבודה: has one facility_id used by card, model, plan, panorama and analytics","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-06-02","Facilities and amenities","facilities","מועדון עסקים ועבודה: has a semantic GLB node or authored facility polygon","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-06-03","Facilities and amenities","facilities","מועדון עסקים ועבודה: has a plan/masterplan feature and level","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-06-04","Facilities and amenities","facilities","מועדון עסקים ועבודה: opens from a model or masterplan hotspot","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-06-05","Facilities and amenities","facilities","מועדון עסקים ועבודה: opens from an equivalent accessible list item","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-06-06","Facilities and amenities","facilities","מועדון עסקים ועבודה: opens a real panorama with a 2:1 source","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-06-07","Facilities and amenities","facilities","מועדון עסקים ועבודה: has scene hotspots for functional zones/equipment","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-06-08","Facilities and amenities","facilities","מועדון עסקים ועבודה: shows area and capacity as estimated prototype values","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-06-09","Facilities and amenities","facilities","מועדון עסקים ועבודה: shows equipment/features in buyer language","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-06-10","Facilities and amenities","facilities","מועדון עסקים ועבודה: shows accessibility and route from lobby","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-06-11","Facilities and amenities","facilities","מועדון עסקים ועבודה: supports save/favorite and share","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-06-12","Facilities and amenities","facilities","מועדון עסקים ועבודה: supports ask-a-representative with facility context","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-06-13","Facilities and amenities","facilities","מועדון עסקים ועבודה: returns to the same project/unit context","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-06-14","Facilities and amenities","facilities","מועדון עסקים ועבודה: has a 200/MIME/hash asset proof","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-06-15","Facilities and amenities","facilities","מועדון עסקים ועבודה: does not use another facility image as a substitute","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-06-16","Facilities and amenities","facilities","מועדון עסקים ועבודה: has no waiting/developer copy in public UI","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-07-01","Facilities and amenities","facilities","מועדון ילדים ומשפחה: has one facility_id used by card, model, plan, panorama and analytics","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-07-02","Facilities and amenities","facilities","מועדון ילדים ומשפחה: has a semantic GLB node or authored facility polygon","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-07-03","Facilities and amenities","facilities","מועדון ילדים ומשפחה: has a plan/masterplan feature and level","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-07-04","Facilities and amenities","facilities","מועדון ילדים ומשפחה: opens from a model or masterplan hotspot","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-07-05","Facilities and amenities","facilities","מועדון ילדים ומשפחה: opens from an equivalent accessible list item","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-07-06","Facilities and amenities","facilities","מועדון ילדים ומשפחה: opens a real panorama with a 2:1 source","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-07-07","Facilities and amenities","facilities","מועדון ילדים ומשפחה: has scene hotspots for functional zones/equipment","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-07-08","Facilities and amenities","facilities","מועדון ילדים ומשפחה: shows area and capacity as estimated prototype values","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-07-09","Facilities and amenities","facilities","מועדון ילדים ומשפחה: shows equipment/features in buyer language","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-07-10","Facilities and amenities","facilities","מועדון ילדים ומשפחה: shows accessibility and route from lobby","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-07-11","Facilities and amenities","facilities","מועדון ילדים ומשפחה: supports save/favorite and share","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-07-12","Facilities and amenities","facilities","מועדון ילדים ומשפחה: supports ask-a-representative with facility context","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-07-13","Facilities and amenities","facilities","מועדון ילדים ומשפחה: returns to the same project/unit context","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-07-14","Facilities and amenities","facilities","מועדון ילדים ומשפחה: has a 200/MIME/hash asset proof","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-07-15","Facilities and amenities","facilities","מועדון ילדים ומשפחה: does not use another facility image as a substitute","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-07-16","Facilities and amenities","facilities","מועדון ילדים ומשפחה: has no waiting/developer copy in public UI","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-08-01","Facilities and amenities","facilities","חדר אוכל ואירוח פרטי: has one facility_id used by card, model, plan, panorama and analytics","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-08-02","Facilities and amenities","facilities","חדר אוכל ואירוח פרטי: has a semantic GLB node or authored facility polygon","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-08-03","Facilities and amenities","facilities","חדר אוכל ואירוח פרטי: has a plan/masterplan feature and level","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-08-04","Facilities and amenities","facilities","חדר אוכל ואירוח פרטי: opens from a model or masterplan hotspot","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-08-05","Facilities and amenities","facilities","חדר אוכל ואירוח פרטי: opens from an equivalent accessible list item","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-08-06","Facilities and amenities","facilities","חדר אוכל ואירוח פרטי: opens a real panorama with a 2:1 source","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-08-07","Facilities and amenities","facilities","חדר אוכל ואירוח פרטי: has scene hotspots for functional zones/equipment","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-08-08","Facilities and amenities","facilities","חדר אוכל ואירוח פרטי: shows area and capacity as estimated prototype values","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-08-09","Facilities and amenities","facilities","חדר אוכל ואירוח פרטי: shows equipment/features in buyer language","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-08-10","Facilities and amenities","facilities","חדר אוכל ואירוח פרטי: shows accessibility and route from lobby","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-08-11","Facilities and amenities","facilities","חדר אוכל ואירוח פרטי: supports save/favorite and share","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-08-12","Facilities and amenities","facilities","חדר אוכל ואירוח פרטי: supports ask-a-representative with facility context","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-08-13","Facilities and amenities","facilities","חדר אוכל ואירוח פרטי: returns to the same project/unit context","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-08-14","Facilities and amenities","facilities","חדר אוכל ואירוח פרטי: has a 200/MIME/hash asset proof","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-08-15","Facilities and amenities","facilities","חדר אוכל ואירוח פרטי: does not use another facility image as a substitute","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-08-16","Facilities and amenities","facilities","חדר אוכל ואירוח פרטי: has no waiting/developer copy in public UI","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-09-01","Facilities and amenities","facilities","גן שמיים וטרקלין שקיעה: has one facility_id used by card, model, plan, panorama and analytics","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-09-02","Facilities and amenities","facilities","גן שמיים וטרקלין שקיעה: has a semantic GLB node or authored facility polygon","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-09-03","Facilities and amenities","facilities","גן שמיים וטרקלין שקיעה: has a plan/masterplan feature and level","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-09-04","Facilities and amenities","facilities","גן שמיים וטרקלין שקיעה: opens from a model or masterplan hotspot","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-09-05","Facilities and amenities","facilities","גן שמיים וטרקלין שקיעה: opens from an equivalent accessible list item","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-09-06","Facilities and amenities","facilities","גן שמיים וטרקלין שקיעה: opens a real panorama with a 2:1 source","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-09-07","Facilities and amenities","facilities","גן שמיים וטרקלין שקיעה: has scene hotspots for functional zones/equipment","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-09-08","Facilities and amenities","facilities","גן שמיים וטרקלין שקיעה: shows area and capacity as estimated prototype values","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-09-09","Facilities and amenities","facilities","גן שמיים וטרקלין שקיעה: shows equipment/features in buyer language","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
"V2-FAC-09-10","Facilities and amenities","facilities","גן שמיים וטרקלין שקיעה: shows accessibility and route from lobby","facility contract+asset+DOM+interaction","true","plugins/nadlan-config/inc/facility-chips.php:75-90 | plugins/nadlan-config/inc/showroom-engine.php:804-817 | 03-DATA/aurelia-facilities.json"
